Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
4,73,Yes,7,0,56
9,87,Yes,8,5,87
9,56,No,4,1,54
6,74,No,6,6,61
4,94,Yes,6,6,77
7,40,No,9,3,30
1,98,No,9,1,69
4,89,Yes,8,6,74
5,89,Yes,4,0,72
8,75,Yes,6,1,71
2,54,Yes,8,1,30
5,99,Yes,6,0,82
6,58,Yes,9,8,51
5,90,No,4,5,76
9,81,No,4,2,76
1,44,No,5,5,17
3,58,No,8,6,40
2,82,No,9,2,63
3,78,No,9,3,60
9,44,No,9,9,44
9,91,No,7,0,87
2,51,No,6,5,27
3,58,Yes,4,5,30
4,86,Yes,6,8,68
9,51,No,6,1,44
3,75,No,7,4,53
7,51,Yes,4,4,40
3,57,Yes,5,6,36
7,88,Yes,9,4,79
7,90,No,8,9,86
9,87,Yes,6,3,85
2,82,Yes,7,9,61
6,73,Yes,7,1,63
9,87,No,8,7,82
2,72,Yes,8,4,47
2,88,No,4,3,66
5,57,Yes,6,8,48
8,96,Yes,6,1,90
9,68,No,8,2,70
2,84,Yes,9,7,64
5,44,Yes,5,3,27
7,64,Yes,6,8,58
6,63,No,7,9,48
6,68,No,9,9,57
7,98,No,8,9,90
3,77,Yes,6,9,56
3,72,No,4,8,50
9,49,Yes,8,9,48
8,76,Yes,7,8,74
5,99,Yes,4,0,86
6,72,Yes,8,5,59
1,62,Yes,8,9,43
1,97,Yes,6,5,75
4,50,Yes,4,7,32
2,63,Yes,8,6,44
7,63,No,9,6,54
2,46,No,7,1,24
2,89,Yes,4,3,61
5,60,No,9,0,45
4,59,No,6,6,44
8,92,No,5,3,84
4,49,Yes,8,8,32
6,64,No,5,5,50
5,86,Yes,8,5,73
2,75,No,9,8,52
8,87,No,6,7,85
2,86,No,6,5,61
9,54,Yes,6,5,52
9,83,Yes,6,5,82
3,79,Yes,4,3,57
4,79,Yes,4,4,58
8,89,Yes,8,2,83
9,45,Yes,4,8,41
3,76,Yes,8,1,58
5,41,Yes,4,6,25
